move_sequence,result
b3 Nf6 Bb2 g6 Bxf6 exf6 e3 b6 Nf3 Bb7 g3 Bg7 Bg2 O-O O-O f5 d4 Na6 c4 Qe7 Nc3 c6 a3 Nc7 b4 d5 cxd5 Nxd5 Nxd5 cxd5 Ne1 a5 Nd3 Rfc8 Qb3 a4 Qa2 Ba6 Nf4 Bc4 Qd2 Bxf1 Rxf1 Ra7 Nxd5 Qd6 Qd3 Kf8 Qb5 Qc6 Qxb6 Qxb6 Nxb6 Rc3 Ra1 g5 Nd5 Rb3 Bf1 Ra8 Nb6 Ra7 Bc4 Rc3 Bb5 f4 Nd5 Rc2 gxf4 gxf4 Nxf4 Rac7 Bxa4 Rb2 Nd5 Ra7 Bc6 Ra6 b5 Ra4 b6 Rc4 Bd7 Rcc2 Rf1 Bh6 a4 Bg5 Bb5 Bh4 b7 Bxf2+ Rxf2 Rxf2 b8=Q+ Kg7 Qg3+,1-0
b3 e5 Bb2 d6 e3 Nd7 c4 g6 d4 Bg7 Nf3 Ne7 Nc3 O-O Be2 Nf5 dxe5 dxe5 Qc2 Re8 O-O-O a5 g4 Nd6 Ba3 e4 Nd4 Qh4 c5 Qxf2 cxd6 Qxe3+ Kb1 c6 Bc1 Qh3 Nxe4 a4 b4 Nb6 Ng5 Qh4 h3 h6 Nxf7 Kxf7 Rhf1+ Bf6 Bb2 Nd5 Bc4 Qxh3 Bxd5+ cxd5 Rxf6+ Kxf6 Qf2+ Kg7 Ne6+ Kg8 Qf6,1-0
b3 e5 Bb2 Nc6 c4 d5 cxd5 Qxd5 Nc3 Qe6 g3 Bc5 Bg2 Nge7 Nf3 O-O O-O Rd8 Rc1 h6 d3 Bb6 Na4 e4 Ne1 exd3 Nxd3 Nd5 Qc2 Qg6 Qc4 Be6 Qh4 Qg5 Qxg5 hxg5 Ndc5 Bxc5 Nxc5 Rab8 Nxb7 Rxb7 Rxc6 Nb4 Rxe6 fxe6 Bxb7,1-0
c4 Nf6 Nc3 e5 Nf3 Nc6 a3 d5 cxd5 Nxd5 Qc2 Nxc3 bxc3 Bd6 g3 O-O Bg2 Qe7 d3 h6 O-O Na5 c4 c5 Nd2 f5 Nb1 Nc6 Nc3 Rb8 Rb1 Nd4 Qd1 f4 e3 fxe3 fxe3 Rxf1+ Qxf1 Nc6 Bd5+ Kh8 Bb2 Bd7 Qg2 Rf8 Rf1 Rxf1+ Qxf1 b6 Qf3 Qe8 Ne4 Bc7 Nf2 Ne7 Be4 Ng8 g4 Nf6 Bf5 Bc6 Qh3 Nh7 Qg3 Nf6 g5 hxg5 Qxg5 Qh5 Qxh5+ Nxh5 Ng4 e4 Bg6 exd3 Bxh5 Bf3 Bc3 Be2 h3 Kh7 Bf7 Bg3 Kg2 Bh4 Bd5 g6,1-0
Nf3 d5 g3 Nc6 d4 Bf5 Nh4 Bg4 Bg2 e6 O-O Be7 h3 Bh5 Nf3 Nf6 c4 O-O cxd5 exd5 Nc3 Ne4 Ne5 Nxe5 dxe5 Nxc3 bxc3 c6 f4 f6 g4 Bf7 exf6 Bc5+ Kh2 Qxf6 Qd3 Bg6 f5 Bf7 Bf4 Bd6 Bxd6 Qxd6+ Qg3 Rad8 Qxd6 Rxd6 Rad1 Rfd8 Rf4 c5 Ra4 a6 Ra5 b5 a4 Be8 Kg3 d4 cxd4 Rxd4 Rc1 c4 Rxa6 bxa4 Bf3 Rc8 Rc3 Kf8 Ra7 Rd2 Kf4 Rb2 g5 Rb3 Rc1 c3 Be4 Rc4 Ke3 c2+ Bd3 Rc5 Kd4 Rbc3 e4 a3 e5 Rc8 e6 R3c6 Be4 Rd6+ Ke5 Rd1 Rxc2 Rxc2 Bxc2 Re1+ Kd6 Re3 f6,1-0
e4 e5 Nf3 Nc6 Bb5 Nf6 d3 Bc5 c3 O-O O-O d5 Nbd2 dxe4 dxe4 a5 Qc2 Qe7 a4 Nb8 h3 h6 Re1 Rd8 Bf1 Nbd7 Nc4 b6 Rb1 Bb7 Bd2 Qe6 b4 axb4 cxb4 Bd4 a5 Rdc8 Nxd4 exd4 f3 Nh5 Qd3 Ng3 Qxd4 Nxf1 Rxf1 c5 bxc5 bxc5 Qc3 Ba6 Rfc1 Bxc4 Qxc4 Qxc4 Rxc4 Ne5 Ra4 Ra6 Bc3 Nd3 Rc4 Nf4 Kf2 Ne6 Ke3 g5 g3 Rca8 f4 Rc6 f5 Nc7 Rb6 Ra6 Rxa6 Nxa6 e5 Rc8 Ra4 Rd8 Ra2 Nb4 Rd2 Ra8 Rd6 Rxa5 Rd8+,1-0
d4 Nf6 c4 e6 Nf3 d5 g3 Be7 Bg2 O-O O-O dxc4 h4 c5 dxc5 Bxc5 Qc2 Nbd7 Nc3 Qc7 Bf4 e5 Bd2 h6 a4 a6 Ne4 Nxe4 Qxe4 Rb8 a5 b5 axb6 Qxb6 Bc3 Bb7 Qf5 e4 Qxd7 exf3 Qg4 Qg6 Bxf3 Bxf3 exf3 Qxg4 fxg4 Bb4 Rxa6 Bxc3 bxc3 Rb3 Rc1 Re8 Kg2 Re2 Rc6 Rbb2 Rf1 Rec2 Rc8+ Kh7 Rxc4 Rb3 Rf4 f6 Ra1 Rbxc3 Raa4 Rc7 Rfe4 Rd7 Ra5 Rcd2 Raa4 Rc2 Rf4 Rcd2 Rfb4 Re2 Rb8 Rdd2 Rf4 Re7 Rb5 Red7 Rff5 Kg6 g5 hxg5 hxg5 Re7 gxf6 gxf6 Rf4 Rd6 Rg4+ Kf7 Rh5 Re2 Rh7+ Ke6 Rf4 Ra2 g4 Ra5 Kg3 Re5 Ra4 Rd3+ f3 Ree3 Ra6+ Rd6 Ra4 Rdd3 Rf4 Rd6 Rf5 Re5 Rxe5+ Kxe5 f4+ Ke6 f5+ Ke5 Re7+ Kd5 g5 fxg5 Kg4 Rd8 f6 Rg8 f7 Rf8 Kxg5 Kd6 Kf6,1-0
d4 Nf6 c4 e6 Nf3 Bb4+ Nbd2 O-O a3 Bxd2+ Qxd2 d5 e3 b6 b3 Bb7 Bb2 Nbd7 Be2 dxc4 Bxc4 c5 Qe2 cxd4 Bxd4 a6 Qb2 Bxf3 gxf3 Qe7 O-O b5 Be2 e5 Bc3 Nd5 Ba5 Qe6 Rac1 Rac8 Rxc8 Rxc8 Rc1 Rxc1+ Qxc1 Ne7 Qc7 g6 a4 bxa4 Bc4 Nd5 Qc8+ Kg7 bxa4 Qd6 Qxa6 N5b6 Be2 Qc5 Qb5 Qc2 Bxb6 Nxb6 Qxe5+ Kg8 Bb5 Qc8 a5 Qc1+ Kg2 Nc8 Bd7,1-0
Nf3 d5 g3 g6 Bg2 Bg7 O-O e5 d3 Nc6 e4 dxe4 dxe4 Qxd1 Rxd1 Bg4 c3 Nf6 h3 Be6 Ng5 Bd7 Nd2 h6 Ngf3 O-O-O Re1 Be6 Bf1 Nd7 Nb3 a5 Be3 a4 Nbd2 Bf8 b4 axb3 axb3 Bc5 Bxc5 Nxc5 b4 Nd7 Nc4 f6 Ra8+ Ncb8 Rea1 Nb6 Nxb6+ cxb6 Nh4 Bf7 Ng2 Kc7 Ne3 Nc6 R8a3 Rd7 Bc4 Bxc4 Nxc4 b5 Ne3 Ne7 Ra8 Rhd8 Ng4 Ng8 Rxd8 Rxd8 Kf1 h5 Ne3 Ne7 Ke2 f5 f3 h4 gxh4 Rh8 exf5 gxf5 Rg1 Kd6 Rg5 Rxh4 Rxf5 Rxh3 Rf6+ Kc7 Re6 Nc6 Nd5+ Kd7 Rg6 Rh1 Nf6+ Ke7 Ne4 Kf7 Rf6+ Ke7 Rg6 Kf7 Rd6 Rh2+ Kd3 Rh1 Rd7+ Ke6 Rxb7 Kf5 Ng3+,1-0
Nf3 Nf6 g3 d5 Bg2 c5 c4 d4 b4 cxb4 a3 bxa3 O-O Nc6 d3 e5 Qa4 Bd7 Bxa3 Bxa3 Qxa3 Qe7 Nbd2 Qxa3 Rxa3 Ke7 Rb1 Rab8 Ne1 Rhc8 Nc2 a6 f4 Ng4 fxe5 Ngxe5 Nf3 Nxf3+ Bxf3 b5 Bxc6 Rxc6 Nxd4 Rd6 e3 Rc8 cxb5 axb5 Nxb5 Rb6 Rab3 Rc2 Nd4 Rxb3 Rxb3 Rd2 Nf3 Re2 e4 f6 Kf1 Ra2 Rb7 Kd6 h4 h6 Ke1 Rg2 d4 Rxg3 Kf2 Rg4 e5+ Kc6 Ra7 Be6 Ra6+ Kd7 d5 Bxd5 Rd6+ Ke7 Rxd5 fxe5 Rxe5+ Kf6 Ra5 Rb4 Kg3 Rb3 Ra6+ Kf5 h5 Rc3 Rg6 Rc7 Nd4+ Ke5 Ne2 Kf5 Kf3 Rb7 Nd4+ Ke5 Ke3 Rb1 Rxg7 Rh1 Ra7 Rh3+ Nf3+ Kf5 Ra5+ Kg4 Ra4+ Kf5 Rf4+ Ke6 Rh4 Rg3 Kf4 Rg8 Rg4 Rf8+ Ke4 Ra8 Rg6+ Kf7 Ne5+ Ke7 Rxh6,1-0
d4 Nf6 c4 g6 Nc3 Bg7 e4 d6 Be3 Ng4 Bg5 h6 Bc1 c5 d5 O-O h3 Nf6 Be3 e6 Bd3 exd5 cxd5 b5 Nxb5 c4 Bc2 Na6 Ne2 Re8 Nec3 Nb4 O-O Rb8 Nxa7 Bd7 a4 Nxc2 Qxc2 Nxe4 Nxe4 Bf5 Nc6 Qh4 Nxb8,1-0
e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Nge7 O-O Ng6 Re1 Be7 c3 d6 d4 Bd7 Nbd2 O-O Nf1 b5 Bb3 exd4 cxd4 Na5 Bc2 c5 Ne3 Nc6 Nd5 Bg4 dxc5 dxc5 h3 Bxf3 Qxf3 Nd4 Qd1 Bg5 Bd3 Ne6 Bf1 Rc8 a4 c4 axb5 axb5 b3 c3 Bxb5 c2 Qg4 Bxc1 Raxc1 Nd4 Bc4 Ne5 Qxc8 Ndf3+ gxf3 Qg5+ Qg4 Nxg4 hxg4 h5 Rxc2 hxg4 f4 Qh4 Rc3 Ra8 Kg2 Ra2 Rg3 g6 e5 Kg7 Nf6 Rxf2+ Kxf2 Qh2+ Rg2 Qxf4+ Kg1 g3 Nd5 Qd4+ Kf1 Qh4 Re3 Qh1+ Rg1 Qh3+ Ke1 Qh2 Rgxg3 Qh1+ Kd2 Qh2+ Kc3 Qh1 Rgf3 Qc1+ Kb4 Qd2+ Kb5 Qh2 Nc7 f5 exf6+,1-0
b4 e5 Nf3 e4 Nd4 Bxb4 Bb2 Nf6 Nf5 O-O g4 d5 e3 Bxf5 gxf5 c5 Rg1 d4 c3 dxc3 Nxc3 Re8 Bc4 Nc6 Nd5 Ne5 Qb3 Nxd5 Bxd5 c4 Bxe5 Bxd2+ Ke2 Rxe5 Bxc4 Rxf5 Qxb7 Rb8 Qxe4 Qf6 f4 Ba5 Rab1 Bb6 Bd3 Rh5 Rg2 Rh3 a4 Rd8 Rg3 Rxh2+ Kf3 g6 a5 Bxa5 Rb7 Be1 Bc4 Rf2+ Kg4 h5+ Kh3 Rf8 Rxg6+,1-0
d4 d5 c4 c6 cxd5 cxd5 Bf4 Nc6 e3 Nf6 Bd3 a6 h3 Qb6 Nc3 Qxb2 Nge2 Qb6 O-O Qd8 e4 e6 e5 Nh5 Be3 g6 g4 Ng7 Na4 h5 Kg2 b5 Rc1 Nb4 Nc5 Bxc5 Rxc5 hxg4 hxg4 Qh4 Ng3 Nxd3 Qxd3 Qxg4 Qd1 Qh3+ Kf3 Nf5 Rh1 Nh4+ Ke2 Qg4+ Kd2 Nf3+ Kc3 Rxh1 Qxh1 b4+ Kb2 Nh4 Rc7 Bd7 Qc1 Nf5 Nxf5 exf5 Qh1 Ke7 Rxd7+ Kxd7 Qxd5+ Ke7 Qxa8 Qe2+ Kb3 Qd3+ Kxb4 Qb5+ Kc3 Qa5+ Kd3 Qb5+ Kd2 Qb4+ Ke2 Qb2+ Kf3 Qxa2 Bg5+ Kd7 Qb7+ Ke6 Qc6#,1-0
Nf3 d5 g3 Nf6 Bg2 e6 O-O Be7 d3 O-O a4 h6 a5 c5 e4 Nc6 a6 bxa6 e5 Nh7 c4 Rb8 Nc3 Nb4 Qe2 dxc4 dxc4 Qd3 Rd1 Qxe2 Nxe2 Rd8 Rxd8+ Bxd8 Ne1 Bb7 Bd2 Bxg2 Kxg2 Nc6 Bc3 a5 Nd3 Bb6 f4 Nf8 Kf3 Ng6 g4 Rd8 Ke4 Nge7 Nf2 Nb4 f5 Nec6 Nf4 exf5+ gxf5 Re8 N2d3 Nxd3 Nxd3 Nxe5 Nxe5 f6 Kd5 fxe5 Bxe5 Rd8+ Ke4 Kf7 Rg1 Rg8 Rg6 Bd8 Kd5 Bb6 h4 h5 b3 Rd8+ Ke4 Rg8 Rg5 Bd8 Rxh5 Re8 Kd5 Bf6 Bxf6 Kxf6 Kxc5 Re3 Kb5 Rxb3+ Kxa5 Rc3 Kb5 a6+ Kb4 Rc1 c5 a5+ Kb5 a4 Rh8 a3 Ra8 Rc3 Kb4 Rh3 c6 Ke7 c7 Rxh4+ Kxa3 Rc4 c8=Q Rxc8 Rxc8 Kf6 Rc7 Kxf5 Rxg7,1-0
d4 Nf6 c4 e6 Nf3 d5 g3 Bb4+ Bd2 Be7 Bg2 O-O Qc2 Nbd7 O-O c6 Rc1 a5 a3 b6 cxd5 cxd5 Bf4 Ba6 Nc3 Rc8 Qa4 Rc4 Qd1 b5 e3 Qb6 Bf1 Rc6 a4 b4 Nb5 Rfc8 Rxc6 Rxc6 Rc1 Ne8 h4 h6 h5 Bb7 Nd2 Ndf6 Be2 Ne4 Nb3 Bd8 f3 Ng5 Kg2 Nf6 Nc5 Nxh5 Bb8 Rc8 Nd7 Rxc1 Qxc1 Qc6 Qxc6 Bxc6 Ne5 Be8 f4 f6 Nd6 Bxa4 Bxh5 fxe5 fxg5 Bxg5 Bf7+ Kf8 Bxe6 exd4 exd4 Bc1 Bxd5 Bxb2 Ba7 Ke7 Bc5 Bc3 Ne4+ Kd7 Nxc3 bxc3 Kf2 Bc6 Bc4 c2 Ba3 g5 d5 Bb7 Ke3 h5 Kd4 h4 gxh4 gxh4 Bd3 Kd8 Bxc2 h3 Bd6 Ba6 Bf5 Bf1 Bg3 a4 d6,1-0
e4 e5 Nf3 Nc6 Bc4 Bc5 b4 Bxb4 c3 Ba5 O-O Qf6 d4 Nge7 Bg5 Qd6 Qb3 O-O Rd1 Bb6 Na3 Na5 Qa4 Nec6 dxe5 Qc5 Rd5 Qxf2+ Kh1 Qb2 Rb1 Qxa3 Qxa3 Nxc4 Qa4 Ne3 Rxb6 Nxd5 Rxc6,1-0
c4 e6 Nf3 Nf6 g3 d5 b3 Be7 Bg2 O-O O-O b6 Bb2 Bb7 e3 Nbd7 Qe2 c5 Nc3 a6 Rfd1 dxc4 bxc4 Qc7 a4 Rfd8 d3 Rac8 Ne1 Bxg2 Nxg2 Ne5 f4 Nc6 g4 Rd7 Rd2 Rcd8 Rad1 Nb4 Ne1 e5 f5 h6 e4 Nc6 Nd5 Nxd5 cxd5 Nd4 Bxd4 exd4 Rb1 Rb8 Rdb2 Bd8 Nf3 Qf4 Nd2 h5 gxh5 Rd6 Nc4 Rh6 Qf2 Qxf2+ Kxf2 Rxh5 Kg3 g6 fxg6 fxg6 d6 Rb7 e5 Rf7 Kg2 Rfh7 Kg1 Kf7 Rf1+ Ke6 Rf8 Bg5 Re8+ Kd7 Rb8 Be3+ Kh1 Ke6 R8xb6 Rf7 d7+ Ke7 d8=Q+ Kxd8 Rb8+ Ke7 R2b7+ Ke6 Re8+,1-0
e4 c6 Nf3 d5 d3 g6 Qe2 Bg7 g3 Nf6 Bg2 O-O O-O Nbd7 e5 Ne8 d4 e6 h4 f6 exf6 Ndxf6 Bf4 Nd6 Nbd2 Nde4 Nxe4 Nxe4 c3 c5 Be5 Bd7 Bxg7 Kxg7 Qe3 cxd4 Qxd4+ Qf6 Ne5 Bb5 Bxe4 Bxf1 Rxf1 dxe4 Qxe4 Rad8 Qxb7+ Kg8 Ng4 Qg7 Qc6 Qd7 Qa6 Kg7 Qe2 Qd5 Qe3 Rd7 c4 Qd4 Qxe6 Rdf7 Qe5+ Qxe5 Nxe5 Rb7 b3 Rd8 f4 Rd2 Rf2 Rd1+ Kg2 a5 c5 Rc1 c6 Rb4 Nd3 Rxc6 Nxb4 axb4 f5 Rc3 Kh3 h5 Rf4 Rc2 fxg6 Rxa2 Rxb4 Kxg6 Rb6+ Kg7 b4 Rb2 Rb5 Kg6 Rg5+ Kh6 b5 Rc2 g4 Rc3+ Kg2 hxg4 Rxg4 Kh5 Rb4 Rc7 b6 Rb7 Kf3,1-0
e4 e6 b3 d5 Bb2 dxe4 Nc3 Nf6 Qe2 Be7 O-O-O b6 g4 h6 h4 Bb7 Bg2 Nbd7 g5 hxg5 hxg5 Rxh1 Bxh1 Nd5 Bxe4 Nc5 g6 f6 Bxd5 Bxd5 d4 Nb7 Nh3 Qd6 Nxd5 exd5 Re1 f5 Ng5 Qf4+ Kb1 Qxg5 Ba3 Nd6 Bxd6 cxd6 Qe6 Qf6 Qg8+ Qf8 Qxd5 Rd8 Qc6+ Rd7 Qa8+ Rd8 Qxa7 Qf6 d5 Rd7 Qb8+ Rd8 Qc7 Rd7 Qc8+ Rd8 Qc6+ Kf8 Re6 Qd4 c3 Qd1+ Kb2 Qd2+ Ka3 Qc1+ Kb4 Qf4+ Kb5 Qxf2 b4 Qf1+ c4 Qf2 Qc7 Qh4 a4 Ra8 Qxb6 Qh1 Rxe7 Kxe7 Qb7+ Kf6 Qxa8 Kxg6 Qe8+ Kh7 Qe6 Qh2 Qxf5+ g6 Qf7+ Kh6 a5 Qe5 a6,1-0
e4 c6 Nf3 d5 d3 e6 Qe2 Nf6 e5 Nfd7 d4 c5 c3 Nc6 a3 a5 Qe3 a4 Bd3 Na5 Nbd2 c4 Bc2 Nb3 Rb1 Be7 h4 Ra6 Nf1 f6 exf6 gxf6 Qh6 Nb8 Bf4 Nc6 Ng3 Kd7 Nf5 Qf8 Nxe7 Qxh6 Bxh6 Kxe7 Rh3 e5 Rg3 e4 Rg7+ Kd8 Ng1 Ne7 g4 Bxg4 Rxg4 f5 Bg7 Rg8 Rg5 h6 Rg2 Ke8 Kf1 Rg6 Rxg6 Nxg6 Bxh6 Nxh4 Bd1 Ke7 Nh3 Kf6 Bf4 Ng6 Bg5+ Ke6 Bh5 f4 Bxg6 Nd2+ Ke2 Nxb1 Nxf4+ Kd6 Bf6 Rf8 Be5+ Kc6 Ke3 b5 f3 Nxc3 bxc3 exf3 Kxf3 b4 cxb4 c3 Bc2 Kb5 Bd3+ Kb6 Ke3,1-0
e4 c5 Nf3 Nf6 e5 Nd5 g3 Nc6 Bg2 g6 Nc3 Nb6 a4 d6 a5 Nd7 exd6 exd6 O-O Bg7 Re1+ Nde5 Nxe5 dxe5 a6 O-O d3 Rb8 axb7 Bxb7 Ne4 Nd4 c3 Nb3 Rxa7 Nxc1 Qxc1 Qb6 Ra2 Bd5 Nf6+ Bxf6 Bxd5 Rfd8 Bc4 Kg7 Qe3 Qc7 Rea1 Rb7 b3 h6 h4 Qd7 Qxc5 e4 d4 Rc7 Ra7 Rxc5 Rxd7 Rxd7 dxc5 Bxc3 Rc1 Bd2 Rc2 e3 Kf1 Rc7 Bd3 Bb4 c6 exf2 Kxf2 f5 Rc4 Ba5 h5 gxh5 b4 Bb6+ Kf3 Kf6 b5 Ke6 Rf4 Kd6 Rxf5 Re7 Be4 Re5 Rf6+ Re6 Rf8 Kc5 Rf5+ Kd6 Rd5+ Ke7 Rxh5 Rf6+ Kg4 Kd6 Rd5+ Ke7 Rd7+ Ke6 Bd5+ Ke5 c7 Bxc7 Rxc7 Kxd5 Rc6 Rf8 Rxh6 Kc5 b6 Rg8+ Kf4,1-0
e4 g6 Bc4 Nf6 Nc3 c6 e5 d5 Bb3 Nfd7 d4 Nb6 h3 a5 a4 Bg7 Nf3 Na6 O-O O-O Ne2 f6 Re1 fxe5 Nxe5 Nd7 Nxd7 Bxd7 Nf4 Nc7 c3 Bf5 g4 Bd7 Nd3 Ne8 Qe2 e6 Nc5 Nd6 Nxd7 Qxd7 Qxe6+ Qxe6 Rxe6 Rad8 Bg5 Rd7 Rae1 Rff7 Kg2 Bf8 h4 Kg7 Kg3 h6 Bf4 Ne4+ R6xe4 dxe4 Be5+ Kh7 Bxf7 Rxf7 Rxe4 Be7 f4 Kg8 h5 gxh5 gxh5 Rf8 Bg7 Rf7 Bxh6 Rh7 Kg4,1-0
d4 Nf6 c4 c5 d5 e6 Nc3 exd5 cxd5 d6 e4 g6 f4 Bg7 Bb5+ Nfd7 Nf3 a6 Bd3 b5 O-O O-O a3 b4 axb4 cxb4 Ne2 Nc5 Be3 Nxd3 Qxd3 a5 Bd4 Ba6 Qe3 Re8 Bxg7 Kxg7 Rfe1 Nd7 Ned4 Qb6 e5 Qc5 e6 Qxd5 f5 Nf6 Rad1 Bb7 Qf4 Qc5 Kh1 Bxf3 gxf3 Qd5 Rg1 Qe5 Qh4 Re7 Rde1 Qd5 fxg6 hxg6 Rg5 Rh8 Qf4 Nh5 Qe3 Rxe6 Rxd5 Rxe3 Rxe3 Nf4 Rxd6 Rc8 Rc6 Rd8 Re4 Nd3 Rc2 f5 Ne6+ Kf6 Nxd8 fxe4 fxe4 a4 Nc6 a3 bxa3 b3 Rc3 b2 Rb3,1-0
Nf3 Nf6 g3 g6 Bg2 Bg7 O-O O-O c4 d6 Nc3 e5 b4 a5 b5 Nbd7 Ba3 Re8 Rc1 Nc5 d4 exd4 Nxd4 Qe7 e3 h5 h3 Bd7 Qc2 Rad8 Rfe1 h4 g4 Nxg4 Nd5 Qg5 f4 Qh6 hxg4 Bxg4 Kh2 h3 Bh1 Qh4 Rg1 Bxd4 Rxg4 Qxg4 Rg1 Qh5 Rg5 Qh4 exd4 Ne6 Rg4 Qh8 Bb2 Nxd4 Qf2 Re2 Qxe2 Nxe2 Ne7+ Kf8 Nxg6+ fxg6 Bxh8 Kf7 Bd5+ Ke7 Bb2 Kd7 Bxb7 Rf8 Bc6+ Kc8 f5 Nf4 Rxf4,1-0
e4 e5 Nf3 Nc6 Bb5 a6 Ba4 Bc5 O-O Nge7 Nxe5 Nxe5 d4 b5 Bb3 Bxd4 Qxd4 d6 c3 O-O Bf4 c5 Qd1 Bb7 Re1 Qc7 Bc2 Rad8 Nd2 Qc8 Qh5 Rfe8 Rad1 N7g6 Bg3 c4 Nf1 Nd3 Bxd3 cxd3 Rxd3 Rxe4 Rxe4 Bxe4 Rd4 Bb7 Qd1 h6 Rxd6 Rxd6 Qxd6 Kh7 Ne3 Qe8 Qd4 Qc6 f3 Qe6 b3 Ne7 Qd3+ Qg6 Qxg6+ Kxg6 Kf2 Nd5 Nd1 f6 Ke2 Kf7 Kd3 Ke6 Kd4 Ne7 Kc5 Kd7 Ne3 h5 c4 bxc4 bxc4 g5 Kb6 Bc6 Be1 h4 h3 Ng6 Bc3 f5 Nxf5 Nf4 Ne3 Ba4 Bf6 Ne6 Kxa6 Kd6 Kb6,1-0
e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Nxe4 Re1 Nd6 Nxe5 Be7 Bf1 Nxe5 Rxe5 O-O d4 Bf6 Re1 Re8 c3 Rxe1 Qxe1 Ne8 d5 Qe7 Qd1 b6 a4 a5 Na3 Bb7 Nc4 Bg5 d6 Nxd6 Bxg5 Qxg5 Nxd6 cxd6 Qxd6 Bc6 Re1 Qf6 Qxf6 gxf6 b3 Rb8 c4 d5 Re7 Rc8 f3 dxc4 Bxc4 Bxa4 Bxf7+ Kf8 Ra7 Bb5 h4 Rc5 Kf2 Rc2+ Kg3 Re2 Rb7 Bd3 Bc4 Bxc4 bxc4 Rc2 Rxb6 Kg7 Ra6 Rxc4 Rxa5 Rc7 Kg4 Kg6 h5+ Kf7 Kf5 h6 Kg4 Rc4+ Kh3 Rc7 Ra4 Rb7 Rg4 Rb5 Kh4 Rb1 Ra4 Rb7 Kg4 Rc7 Ra5 Rb7 Kf5 Re7 f4 Rb7 g3 Rc7 Ke4 Re7+ Kf3 Kg7 Ra1 Kf7 Rh1 Ra7 Rd1 Rb7 Ke4 Re7+ Kf5 Ra7 Rd5 Rb7 Ra5 Rc7 Ke4 Re7+ Kf3 Rb7 f5 Rc7 Ke4 Re7+ Kd4 Rd7+ Kc5 Rb7 g4 Re7 Kd6 Re4 Ra7+ Kf8 Rb7 Rxg4 Ke6 Ra4 Rd7 Ra1 Kxf6 Ra6+ Ke5 Rb6 Rd6 Rxd6 Kxd6 Kf7 Ke5 Ke7 f6+ Kf8 Kf4 Ke8 Ke4,1-0
Nf3 d5 g3 Nf6 Bg2 c5 O-O e6 c4 d4 e3 Nc6 exd4 cxd4 d3 Bd6 Nbd2 O-O Ng5 Be7 f4 Rb8 Qe2 Qc7 g4 b5 b3 bxc4 bxc4 Rb6 Nde4 Nxe4 Nxe4 Bb7 f5 exf5 gxf5 Ne5 Bf4 f6 Rae1 Bxe4 Qxe4 Bd6 Kh1 Qc5 Bg3 Rd8 Qe2 Nd7 Bf2 Be5 Bd5+ Kh8 Qh5 Qf8 Re4 Rb2 Qxh7+,1-0
d4 Nf6 Bf4 d5 e3 Bf5 c4 e6 Nc3 Bd6 Bxd6 Qxd6 Qb3 b6 Nf3 O-O Be2 dxc4 Qxc4 a6 O-O Nbd7 Rfd1 b5 Qb3 c5 dxc5 Qxc5 Nd4 Bg6 Bf3 Ra7 Rac1 Qg5 Nc6 Ne5 Nxe5 Qxe5 a4 bxa4 Qb6 Qb8 Nxa4 h6 Be2 Nd5 Qd4 a5 Nc5 Qb6 Bf3 Rb8 Bxd5 exd5 b3 Rc7 Ne6 Qxd4 Nxd4 Rbc8 Ra1 Bc2 Rdc1 Bd3 Rxc7 Rxc7 f3 Rc5 Kf2 h5 Ke1 g6 Kd2 Bf5 Rc1 Rxc1 Kxc1 Bd7 Kb2 Kf8 Kc3 Ke7 Ne2 Kd6 Kd4 a4 bxa4 Bxa4 Nf4 Bb3 h4 Ba2 g4 hxg4 fxg4 Ke7 Nxd5+ Ke6 e4 Bb3 Nf4+ Kf6 g5+ Kg7 Ke5 Bc2 Nd5 Bd3 Nf6 Kf8 Kd6 Bb1 Kd7 Bc2 Kd8 Bb1 Nd7+ Kg7 e5 Bf5 Ke7 Bb1 Nc5 Bc2 Nb7 Bb1 Nd6 Ba2 Nxf7 Bxf7 e6 Bg8 Kd7,1-0
Nf3 Nf6 c4 b6 Nc3 Bb7 d4 e6 a3 Ne4 Nxe4 Bxe4 e3 Be7 Bd3 Bxd3 Qxd3 O-O O-O d6 b4 Nd7 Rd1 a5 Bb2 axb4 axb4 Qb8 Qe4 d5 cxd5 Nf6 Qc2 exd5 Ne5 Bd6 b5 Qe8 Rxa8 Qxa8 Ra1 Qe8 Qc6 Qe7 Ra7 h5 h3 Rd8 Qc1 Qe6 Nc6 Re8 Ba3 Ne4 Bxd6 Qxd6 Ne5 Rc8 f3 Ng3 Qa1 f6 Nd3 h4 Kf2 Kh7 Qb1 Re8 Qc2 Re7 Ne5+ Ne4+ fxe4 fxe5 exd5+ e4 Kg1 Qxd5 Rxc7 Rxc7 Qxc7 Qxb5 Qf4 Qb1+ Kh2 b5 Qxh4+ Kg6 d5 Qd3 Qg4+ Kh7 Qf5+ g6 Qf7+ Kh6 Qf8+ Kh7 d6 b4 Qe7+ Kh6 d7,1-0
